<<<<<<< HEAD
review_id,order_id,product_id,review_date,rating,review_title
REV-0037368,205516,2204,2014-08-05,5,Highly recommend
REV-0037370,205523,2058,2014-08-06,5,Highly recommend
REV-0037371,205525,1680,2014-08-13,4,Works well
REV-0037373,205556,702,2014-08-22,5,Excellent product!
REV-0037375,205586,2218,2014-08-28,5,Excellent product!
REV-0037376,205595,967,2014-08-04,4,Happy with purchase
REV-0037377,205596,2277,2014-08-20,4,Solid choice
REV-0037378,205601,1009,2014-08-11,3,Mixed feelings
REV-0037380,205622,2396,2014-08-12,5,Very satisfied
REV-0037382,205635,761,2014-08-12,5,Highly recommend
REV-0037383,205635,762,2014-08-21,1,Not as described
REV-0037384,205636,792,2014-08-07,3,Mixed feelings
REV-0037385,205638,826,2014-08-29,3,"Decent, nothing special"
REV-0037387,205651,791,2014-08-21,5,Excellent product!
REV-0037388,205652,792,2014-09-03,3,Average product
REV-0037389,205654,1114,2014-08-18,1,Not as described
REV-0037391,205665,491,2014-08-18,1,Would not recommend
REV-0037394,205682,2054,2014-08-19,3,"Decent, nothing special"
REV-0037395,205689,725,2014-08-11,4,Good overall
REV-0037396,205690,726,2014-08-25,1,Poor quality
REV-0037398,205697,989,2014-08-22,4,Happy with purchase
REV-0037399,205702,2376,2014-08-25,4,Good overall
REV-0037400,205703,2352,2014-08-13,1,Poor quality
REV-0037401,205706,2064,2014-08-26,5,Great quality
REV-0037402,205722,2332,2014-08-22,3,Mixed feelings
REV-0037403,205731,2074,2014-09-02,4,Works well
REV-0037404,205740,760,2014-08-29,3,Mixed feelings
REV-0037406,205753,754,2014-08-29,5,Highly recommend
REV-0037408,205766,2058,2014-08-23,5,Great quality
REV-0037409,205767,2083,2014-08-16,5,Highly recommend
REV-0037410,205768,2331,2014-08-23,5,Excellent product!
REV-0037411,205774,648,2014-08-23,4,Solid choice
REV-0037412,205782,826,2014-08-24,4,Good overall
REV-0037413,205790,604,2014-08-17,4,Solid choice
REV-0037414,205801,467,2014-09-03,5,Highly recommend
REV-0037415,205814,467,2014-09-03,4,Works well
REV-0037417,205822,432,2014-08-13,4,Works well
REV-0037418,205826,965,2014-08-26,5,Great quality
REV-0037421,205833,1926,2014-08-05,5,Very satisfied
REV-0037422,205849,681,2014-08-08,5,Highly recommend
REV-0037423,205850,2071,2014-08-24,5,Highly recommend
REV-0037424,205856,1086,2014-08-16,5,Great quality
REV-0037426,205863,2254,2014-08-17,4,Solid choice
REV-0037427,205876,1165,2014-08-13,5,Excellent product!
REV-0037428,205878,1217,2014-09-04,3,"Decent, nothing special"
REV-0037429,205880,2396,2014-08-13,5,Very satisfied
REV-0037430,205896,689,2014-08-13,5,Great quality
REV-0037433,205907,2252,2014-08-15,5,Excellent product!
REV-0037434,205914,759,2014-08-08,5,Highly recommend
REV-0037435,205930,641,2014-08-07,1,Would not recommend
REV-0037436,205931,782,2014-08-13,3,"Decent, nothing special"
REV-0037437,205948,2238,2014-09-01,5,Very satisfied
REV-0037438,205953,781,2014-08-21,5,Very satisfied
REV-0037442,205976,2212,2014-09-01,4,Solid choice
REV-0037443,205991,2082,2014-08-26,2,Some issues
REV-0037444,205992,967,2014-08-16,5,Excellent product!
REV-0037445,205993,443,2014-08-31,4,Works well
REV-0037446,205995,2359,2014-08-07,4,Solid choice
REV-0037447,205999,792,2014-08-31,5,Great quality
REV-0037451,206016,777,2014-08-13,5,Great quality
REV-0037452,206020,2212,2014-09-01,4,Solid choice
REV-0037453,206026,760,2014-08-09,5,Very satisfied
REV-0037454,206027,2254,2014-09-03,5,Great quality
REV-0037455,206031,826,2014-08-05,5,Highly recommend
REV-0037457,206040,2054,2014-08-25,3,Average product
REV-0037458,206046,1085,2014-08-28,3,"Decent, nothing special"
REV-0037459,206048,2045,2014-08-18,4,Good overall
REV-0037460,206053,689,2014-08-17,2,Would not reorder
REV-0037462,206057,647,2014-08-11,5,Highly recommend
REV-0037463,206058,792,2014-08-20,1,Poor quality
REV-0037464,206076,510,2014-08-05,4,Solid choice
REV-0037465,206079,103,2014-09-04,5,Great quality
REV-0037468,206095,2331,2014-08-27,5,Excellent product!
REV-0037469,206102,2235,2014-08-20,5,Excellent product!
REV-0037472,206127,491,2014-08-21,2,Below expectations
REV-0037473,206136,927,2014-08-28,4,Works well
REV-0037474,206149,1182,2014-08-12,3,Mixed feelings
REV-0037477,206159,782,2014-08-29,1,Not as described
REV-0037478,206170,1096,2014-08-24,3,Mixed feelings
REV-0037479,206174,305,2014-08-26,5,Very satisfied
REV-0037480,206175,1165,2014-08-14,5,Excellent product!
REV-0037481,206184,690,2014-08-10,2,Below expectations
REV-0037482,206191,644,2014-08-25,3,Average product
REV-0037484,206196,2371,2014-08-16,5,Very satisfied
REV-0037485,206199,689,2014-08-19,4,Works well
REV-0037486,206201,2064,2014-08-10,4,Good overall
REV-0037487,206213,1174,2014-08-15,4,Good overall
REV-0037488,206215,760,2014-08-13,2,Some issues
REV-0037490,206220,2400,2014-09-01,4,Happy with purchase
REV-0037491,206231,2055,2014-09-06,5,Very satisfied
REV-0037492,206237,647,2014-08-14,4,Good overall
REV-0037493,206240,777,2014-08-19,3,"Decent, nothing special"
REV-0037495,206252,1173,2014-09-03,3,"Decent, nothing special"
REV-0037496,206265,1201,2014-08-11,4,Solid choice
REV-0037497,206274,1819,2014-08-20,3,Average product
REV-0037499,206282,676,2014-08-06,1,Would not recommend
REV-0037501,206291,2045,2014-08-22,5,Great quality
REV-0037502,206308,516,2014-08-29,4,Solid choice
REV-0037503,206311,396,2014-09-03,2,Some issues
REV-0037507,206320,782,2014-08-13,5,Great quality
REV-0037508,206328,1066,2014-08-30,2,Below expectations
REV-0037509,206331,759,2014-09-07,5,Very satisfied
REV-0037510,206339,915,2014-08-19,5,Very satisfied
REV-0037511,206345,895,2014-09-04,3,"Decent, nothing special"
REV-0037512,206350,2218,2014-08-10,2,Some issues
REV-0037514,206362,726,2014-09-03,5,Highly recommend
REV-0037516,206371,1934,2014-08-21,5,Very satisfied
REV-0037518,206391,990,2014-08-16,4,Works well
REV-0037520,206403,781,2014-08-23,5,Very satisfied
REV-0037522,206407,993,2014-08-29,5,Very satisfied
REV-0037523,206408,609,2014-09-01,5,Great quality
REV-0037524,206417,966,2014-08-14,2,Some issues
REV-0037525,206419,2212,2014-08-09,3,Mixed feelings
REV-0037526,206425,2205,2014-08-22,4,Good overall
REV-0037527,206426,447,2014-09-02,5,Highly recommend
REV-0037528,206453,580,2014-08-19,4,Good overall
REV-0037529,206467,930,2014-08-06,3,Average product
REV-0037530,206485,927,2014-08-05,5,Excellent product!
REV-0037531,206498,604,2014-08-28,5,Great quality
REV-0037533,206504,432,2014-09-07,2,Would not reorder
REV-0037534,206507,760,2014-09-03,5,Highly recommend
REV-0037536,206520,2280,2014-08-21,4,Happy with purchase
REV-0037537,206522,2219,2014-08-20,4,Solid choice
REV-0037538,206524,396,2014-08-07,1,Would not recommend
REV-0037540,206539,1120,2014-08-22,4,Solid choice
REV-0037541,206540,93,2014-08-07,5,Great quality
REV-0037542,206543,1489,2014-08-31,5,Excellent product!
REV-0037546,206563,604,2014-08-21,4,Happy with purchase
REV-0037547,206564,2045,2014-08-14,1,Poor quality
REV-0037548,206566,2359,2014-08-27,3,"Decent, nothing special"
REV-0037549,206568,927,2014-08-25,3,"Decent, nothing special"
REV-0037551,206581,144,2014-08-14,5,Great quality
REV-0037552,206582,2396,2014-08-20,5,Highly recommend
REV-0037553,206585,1086,2014-08-19,5,Excellent product!
REV-0037555,206594,1097,2014-09-08,4,Works well
REV-0037556,206596,93,2014-09-05,4,Works well
REV-0037557,206603,644,2014-08-16,5,Excellent product!
REV-0037558,206605,100,2014-08-31,5,Great quality
REV-0037559,206606,467,2014-09-07,5,Highly recommend
REV-0037560,206609,792,2014-08-11,4,Happy with purchase
REV-0037561,206610,1133,2014-08-16,5,Great quality
REV-0037563,206617,422,2014-08-31,4,Works well
REV-0037564,206623,792,2014-08-27,4,Works well
REV-0037566,206625,760,2014-08-09,5,Highly recommend
REV-0037567,206628,1085,2014-08-31,4,Solid choice
REV-0037571,206645,761,2014-08-05,5,Very satisfied
REV-0037572,206646,967,2014-08-24,5,Excellent product!
REV-0037573,206648,447,2014-08-30,4,Happy with purchase
REV-0037574,206649,915,2014-08-14,4,Happy with purchase
REV-0037575,206650,1967,2014-08-26,5,Very satisfied
REV-0037576,206653,2053,2014-08-21,5,Very satisfied
REV-0037578,206659,927,2014-08-28,5,Excellent product!
REV-0037579,206664,689,2014-08-28,4,Happy with purchase
REV-0037580,206677,792,2014-08-24,3,Mixed feelings
REV-0037581,206690,2387,2014-08-08,5,Very satisfied
REV-0037585,206716,907,2014-08-20,4,Happy with purchase
REV-0037586,206718,635,2014-09-01,5,Great quality
REV-0037587,206727,777,2014-08-11,3,Mixed feelings
REV-0037589,206731,2218,2014-08-31,5,Highly recommend
REV-0037590,206735,2373,2014-08-15,3,"Decent, nothing special"
REV-0037592,206745,144,2014-09-02,4,Solid choice
REV-0037593,206749,2219,2014-09-01,3,Average product
REV-0037594,206753,103,2014-08-16,5,Very satisfied
REV-0037595,206755,2384,2014-08-30,4,Good overall
REV-0037596,206757,2388,2014-09-02,4,Happy with purchase
REV-0037597,206758,604,2014-08-15,5,Great quality
REV-0037599,206765,475,2014-09-05,5,Highly recommend
REV-0037600,206770,1111,2014-09-03,5,Highly recommend
REV-0037601,206771,1112,2014-08-30,5,Very satisfied
REV-0037602,206775,605,2014-08-24,5,Very satisfied
REV-0037604,206797,781,2014-08-15,5,Excellent product!
REV-0037606,206814,432,2014-08-20,4,Works well
REV-0037607,206826,572,2014-08-16,4,Works well
REV-0037610,206839,794,2014-08-18,3,Mixed feelings
REV-0037611,206842,410,2014-09-08,4,Happy with purchase
REV-0037612,206846,927,2014-09-07,5,Highly recommend
REV-0037613,206847,2332,2014-08-12,1,Would not recommend
REV-0037614,206849,1085,2014-08-18,4,Happy with purchase
REV-0037617,206861,1230,2014-08-23,5,Great quality
REV-0037618,206862,993,2014-08-14,4,Works well
REV-0037620,206870,572,2014-09-02,3,Mixed feelings
REV-0037621,206871,990,2014-08-23,5,Very satisfied
REV-0037622,206882,2255,2014-08-24,4,Happy with purchase
REV-0037623,206894,733,2014-08-31,5,Highly recommend
REV-0037624,206896,967,2014-08-31,5,Excellent product!
REV-0037625,206900,647,2014-08-23,5,Excellent product!
REV-0037627,206903,907,2014-09-04,5,Highly recommend
REV-0037629,206913,965,2014-08-23,3,Mixed feelings
REV-0037630,206917,981,2014-08-26,4,Happy with purchase
REV-0037632,206931,854,2014-08-09,4,Solid choice
REV-0037635,206951,499,2014-08-15,5,Great quality
REV-0037636,206953,967,2014-08-26,3,"Decent, nothing special"
REV-0037637,206968,1443,2014-08-10,1,Not as described
REV-0037638,206976,572,2014-08-22,4,Good overall
REV-0037640,206996,1340,2014-08-07,4,Works well
REV-0037641,207013,445,2014-08-13,5,Very satisfied
REV-0037642,207015,2235,2014-08-31,2,Would not reorder
REV-0037643,207017,467,2014-08-18,4,Good overall
REV-0037645,207035,726,2014-08-31,4,Happy with purchase
REV-0037647,207041,1203,2014-09-02,5,Excellent product!
REV-0037649,207044,670,2014-09-08,5,Highly recommend
REV-0037650,207048,647,2014-08-26,1,Poor quality
REV-0037652,207053,604,2014-08-26,5,Excellent product!
REV-0037653,207055,689,2014-09-07,3,Mixed feelings
REV-0037654,207062,2219,2014-08-22,5,Excellent product!
REV-0037656,207066,725,2014-08-31,4,Works well
REV-0037657,207073,445,2014-08-14,5,Highly recommend
REV-0037659,207088,993,2014-09-02,4,Good overall
REV-0037660,207091,1085,2014-08-26,5,Excellent product!
REV-0037661,207092,826,2014-08-27,5,Excellent product!
REV-0037662,207099,641,2014-08-14,5,Very satisfied
REV-0037663,207101,2353,2014-08-26,5,Great quality
REV-0037664,207114,604,2014-08-30,2,Would not reorder
REV-0037665,207129,795,2014-09-03,4,Works well
REV-0037666,207142,1182,2014-08-24,5,Highly recommend
REV-0037667,207145,726,2014-08-30,4,Good overall
REV-0037668,207146,725,2014-08-29,5,Highly recommend
REV-0037669,207154,641,2014-08-20,3,Average product
REV-0037670,207169,795,2014-08-23,4,Solid choice
REV-0037671,207172,954,2014-09-02,5,Highly recommend
REV-0037672,207177,2184,2014-08-30,2,Would not reorder
REV-0037673,207192,644,2014-08-27,4,Solid choice
REV-0037674,207204,779,2014-08-09,5,Very satisfied
REV-0037675,207204,780,2014-09-01,5,Great quality
REV-0037676,207215,1105,2014-09-03,5,Excellent product!
REV-0037677,207228,644,2014-08-08,4,Good overall
REV-0037678,207235,2239,2014-08-09,5,Highly recommend
REV-0037679,207238,499,2014-08-13,5,Very satisfied
REV-0037680,207246,792,2014-08-23,2,Below expectations
REV-0037681,207259,2352,2014-08-30,2,Some issues
REV-0037682,207260,792,2014-08-31,3,Mixed feelings
REV-0037683,207277,2254,2014-08-22,2,Would not reorder
REV-0037684,207281,702,2014-08-17,4,Happy with purchase
REV-0037685,207285,631,2014-08-13,4,Happy with purchase
REV-0037686,207297,1085,2014-08-11,2,Below expectations
REV-0037688,207301,2252,2014-08-27,4,Solid choice
REV-0037689,207302,2252,2014-08-28,5,Highly recommend
REV-0037690,207306,993,2014-08-25,2,Would not reorder
REV-0037691,207313,647,2014-08-13,5,Highly recommend
REV-0037692,207318,2252,2014-08-26,5,Great quality
REV-0037693,207318,2253,2014-08-07,1,Poor quality
REV-0037694,207323,267,2014-08-16,5,Great quality
REV-0037695,207326,2277,2014-08-21,4,Happy with purchase
REV-0037696,207327,1057,2014-09-03,4,Works well
REV-0037697,207332,762,2014-08-13,4,Works well
REV-0037698,207335,352,2014-08-11,5,Excellent product!
REV-0037699,207338,1098,2014-08-15,1,Poor quality
REV-0037700,207343,2205,2014-08-31,4,Good overall
REV-0037701,207347,2213,2014-08-15,1,Poor quality
REV-0037702,207357,2251,2014-08-30,5,Excellent product!
REV-0037703,207363,2045,2014-08-20,5,Great quality
REV-0037704,207374,777,2014-08-22,3,Mixed feelings
REV-0037705,207376,760,2014-08-30,4,Works well
REV-0037707,207383,977,2014-08-25,4,Solid choice
REV-0037709,207390,1934,2014-08-31,5,Highly recommend
REV-0037711,207398,1964,2014-08-21,3,Mixed feelings
REV-0037712,207400,927,2014-08-23,5,Highly recommend
REV-0037713,207403,2054,2014-08-10,2,Would not reorder
REV-0037714,207404,1981,2014-08-14,5,Great quality
REV-0037715,207412,1965,2014-09-06,3,"Decent, nothing special"
REV-0037716,207413,551,2014-08-23,5,Great quality
REV-0037717,207419,910,2014-08-29,5,Great quality
REV-0037718,207422,684,2014-08-21,5,Great quality
REV-0037719,207427,2253,2014-09-04,5,Highly recommend
REV-0037721,207443,2091,2014-08-30,5,Very satisfied
REV-0037722,207454,954,2014-09-01,4,Happy with purchase
REV-0037723,207461,981,2014-08-29,3,Mixed feelings
REV-0037724,207471,767,2014-08-07,2,Some issues
REV-0037725,207476,993,2014-08-10,5,Excellent product!
REV-0037726,207480,967,2014-08-20,5,Excellent product!
REV-0037727,207483,993,2014-08-22,3,"Decent, nothing special"
REV-0037728,207492,1807,2014-09-07,5,Excellent product!
REV-0037729,207493,1940,2014-08-12,5,Very satisfied
REV-0037730,207496,778,2014-08-16,5,Excellent product!
REV-0037732,207503,2045,2014-08-22,5,Excellent product!
REV-0037733,207507,927,2014-09-03,5,Highly recommend
REV-0037734,207523,782,2014-08-29,2,Would not reorder
REV-0037736,207532,475,2014-09-05,5,Excellent product!
REV-0037737,207544,2253,2014-08-22,2,Would not reorder
REV-0037738,207547,793,2014-08-04,3,Average product
REV-0037740,207550,2252,2014-08-27,4,Happy with purchase
REV-0037741,207558,2091,2014-08-29,5,Excellent product!
REV-0037742,207567,761,2014-08-22,5,Great quality
REV-0037743,207568,927,2014-09-05,4,Good overall
REV-0037744,207576,762,2014-08-09,3,"Decent, nothing special"
REV-0037745,207579,2071,2014-09-01,3,"Decent, nothing special"
REV-0037748,207611,990,2014-08-14,5,Very satisfied
REV-0037749,207617,977,2014-08-26,4,Good overall
REV-0037750,207632,76,2014-08-12,5,Very satisfied
REV-0037751,207634,2053,2014-08-21,2,Some issues
REV-0037752,207638,2058,2014-09-03,1,Very disappointed
REV-0037753,207647,2045,2014-09-03,4,Solid choice
REV-0037754,207648,967,2014-08-22,3,Mixed feelings
REV-0037755,207655,491,2014-08-10,5,Great quality
REV-0037756,207665,670,2014-09-06,5,Excellent product!
REV-0037758,207676,1980,2014-08-24,5,Excellent product!
REV-0037759,207678,2049,2014-08-20,5,Great quality
REV-0037760,207681,475,2014-09-01,4,Happy with purchase
REV-0037761,207686,2098,2014-08-13,2,Below expectations
REV-0037762,207688,760,2014-08-24,5,Great quality
REV-0037763,207690,2056,2014-08-12,4,Works well
REV-0037764,207702,4,2014-08-28,5,Great quality
REV-0037765,207708,981,2014-09-01,5,Highly recommend
REV-0037767,207714,967,2014-08-27,1,Poor quality
REV-0037768,207720,2045,2014-09-06,3,Average product
REV-0037769,207723,2083,2014-08-10,4,Happy with purchase
REV-0037770,207733,967,2014-08-23,5,Very satisfied
REV-0037771,207735,648,2014-08-14,3,"Decent, nothing special"
REV-0037773,207742,604,2014-08-15,5,Highly recommend
REV-0037777,207758,793,2014-09-01,4,Solid choice
REV-0037778,207762,657,2014-09-08,4,Good overall
REV-0037779,207764,1934,2014-09-02,5,Very satisfied
REV-0037780,207768,2074,2014-08-09,4,Works well
REV-0037782,207773,2045,2014-08-14,1,Would not recommend
REV-0037783,207779,1878,2014-08-11,5,Very satisfied
REV-0037784,207783,781,2014-08-09,3,Mixed feelings
REV-0037786,207785,631,2014-08-31,2,Would not reorder
REV-0037787,207789,2071,2014-08-14,4,Good overall
REV-0037788,207791,2252,2014-09-02,3,"Decent, nothing special"
REV-0037789,207799,2212,2014-09-06,5,Great quality
REV-0037790,207801,993,2014-08-13,5,Great quality
REV-0037792,207812,635,2014-08-17,3,"Decent, nothing special"
REV-0037793,207813,600,2014-09-04,5,Highly recommend
REV-0037794,207827,989,2014-08-07,4,Happy with purchase
REV-0037795,207832,609,2014-08-24,5,Very satisfied
REV-0037796,207833,2253,2014-08-28,2,Would not reorder
REV-0037798,207838,445,2014-08-11,4,Solid choice
REV-0037799,207851,2396,2014-08-16,3,"Decent, nothing special"
REV-0037800,207853,2253,2014-08-28,4,Happy with purchase
REV-0037801,207858,467,2014-09-02,5,Highly recommend
REV-0037802,207863,2396,2014-08-24,3,Mixed feelings
REV-0037803,207867,992,2014-09-09,3,Average product
REV-0037805,207894,967,2014-08-26,5,Great quality
REV-0037806,207895,976,2014-08-22,4,Happy with purchase
REV-0037807,207907,778,2014-08-24,4,Happy with purchase
REV-0037808,207908,2388,2014-09-04,5,Highly recommend
REV-0037809,207917,422,2014-08-09,5,Very satisfied
REV-0037810,207921,2083,2014-08-09,5,Great quality
REV-0037811,207926,967,2014-08-15,5,Great quality
REV-0037812,207941,2016,2014-08-20,4,Solid choice
REV-0037813,207951,777,2014-08-18,1,Not as described
REV-0037815,207967,2049,2014-08-15,1,Poor quality
REV-0037817,207978,791,2014-09-05,5,Highly recommend
REV-0037818,207986,2396,2014-08-29,4,Good overall
REV-0037819,207988,2071,2014-08-11,2,Would not reorder
REV-0037820,207992,1990,2014-08-21,3,Mixed feelings
REV-0037821,207993,2071,2014-08-21,5,Highly recommend
REV-0037822,207995,432,2014-09-04,4,Solid choice
REV-0037823,207998,432,2014-08-19,4,Good overall
REV-0037826,208025,609,2014-08-25,4,Works well
REV-0037827,208034,2047,2014-09-03,4,Solid choice
REV-0037829,208037,726,2014-09-04,3,Mixed feelings
REV-0037831,208049,2239,2014-08-22,3,"Decent, nothing special"
REV-0037833,208052,726,2014-08-19,4,Good overall
REV-0037834,208056,725,2014-09-09,3,"Decent, nothing special"
REV-0037836,208089,2204,2014-08-15,1,Poor quality
REV-0037837,208099,657,2014-09-04,5,Excellent product!
REV-0037839,208120,2094,2014-08-22,4,Solid choice
REV-0037840,208122,2400,2014-08-17,4,Happy with purchase
REV-0037841,208127,792,2014-09-01,5,Highly recommend
REV-0037842,208136,989,2014-08-10,5,Excellent product!
REV-0037843,208141,782,2014-08-13,5,Great quality
REV-0037844,208146,777,2014-08-18,1,Very disappointed
REV-0037847,208165,702,2014-08-14,4,Happy with purchase
REV-0037849,208174,311,2014-08-14,3,Average product
REV-0037850,208175,572,2014-08-23,5,Excellent product!
REV-0037851,208178,782,2014-09-07,4,Solid choice
REV-0037852,208180,2253,2014-08-31,4,Solid choice
REV-0037853,208181,2252,2014-08-16,3,Average product
REV-0037854,208189,792,2014-08-23,4,Good overall
REV-0037855,208192,794,2014-08-14,3,"Decent, nothing special"
REV-0037856,208197,1990,2014-08-09,5,Great quality
REV-0037859,208202,792,2014-08-26,4,Good overall
REV-0037860,208217,927,2014-08-09,4,Works well
REV-0037861,208218,1819,2014-08-22,5,Very satisfied
REV-0037863,208238,2222,2014-08-06,2,Some issues
REV-0037864,208255,2252,2014-08-30,5,Very satisfied
REV-0037865,208264,2016,2014-08-17,3,Mixed feelings
REV-0037866,208265,445,2014-08-22,2,Below expectations
REV-0037867,208266,683,2014-08-22,5,Excellent product!
REV-0037868,208272,2082,2014-08-15,4,Works well
REV-0037869,208276,981,2014-08-24,4,Good overall
REV-0037870,208277,2400,2014-08-26,5,Highly recommend
REV-0037871,208281,2234,2014-08-15,4,Happy with purchase
REV-0037873,208296,565,2014-09-04,2,Would not reorder
REV-0037874,208302,2254,2014-08-08,3,Mixed feelings
REV-0037875,208302,2255,2014-08-23,3,Average product
REV-0037877,208308,1964,2014-08-10,5,Very satisfied
REV-0037878,208312,1114,2014-08-28,3,Average product
REV-0037879,208322,2327,2014-08-11,4,Works well
REV-0037880,208325,648,2014-08-23,2,Some issues
REV-0037881,208330,1489,2014-08-24,5,Highly recommend
REV-0037882,208331,1490,2014-08-27,3,"Decent, nothing special"
REV-0037883,208341,636,2014-09-06,3,Average product
REV-0037884,208345,604,2014-08-13,4,Good overall
REV-0037885,208355,641,2014-08-28,5,Very satisfied
REV-0037886,208373,596,2014-08-25,5,Highly recommend
REV-0037888,208393,1935,2014-08-18,5,Very satisfied
REV-0037889,208401,1165,2014-08-18,5,Great quality
REV-0037890,208410,690,2014-08-19,3,"Decent, nothing special"
REV-0037891,208412,2212,2014-08-31,3,Mixed feelings
REV-0037893,208428,512,2014-08-29,4,Good overall
REV-0037894,208436,1518,2014-09-02,5,Highly recommend
REV-0037896,208454,604,2014-08-27,3,Mixed feelings
REV-0037897,208459,605,2014-08-21,5,Very satisfied
REV-0037898,208469,433,2014-08-22,4,Solid choice
REV-0037900,208477,777,2014-08-27,4,Works well
REV-0037901,208482,1927,2014-09-09,5,Highly recommend
REV-0037903,208494,2045,2014-09-01,5,Very satisfied
REV-0037904,208498,432,2014-08-22,4,Works well
REV-0037905,208501,1085,2014-08-13,5,Excellent product!
REV-0037906,208501,1086,2014-08-12,3,Mixed feelings
REV-0037908,208506,396,2014-09-03,5,Excellent product!
REV-0037909,208514,499,2014-08-26,4,Works well
REV-0037910,208523,396,2014-08-19,5,Excellent product!
REV-0037911,208525,396,2014-09-07,3,"Decent, nothing special"
REV-0037912,208536,635,2014-08-30,3,Average product
REV-0037914,208545,499,2014-09-03,3,Average product
REV-0037915,208557,1572,2014-08-31,2,Would not reorder
REV-0037916,208558,1182,2014-08-11,2,Some issues
REV-0037917,208560,670,2014-09-07,5,Highly recommend
REV-0037918,208565,1095,2014-09-03,4,Good overall
REV-0037919,208567,2212,2014-08-25,4,Happy with purchase
REV-0037920,208570,1053,2014-08-24,3,Mixed feelings
REV-0037922,208591,604,2014-09-03,5,Highly recommend
REV-0037923,208592,781,2014-09-01,5,Highly recommend
REV-0037924,208597,2384,2014-08-22,1,Not as described
REV-0037925,208603,2376,2014-08-10,5,Excellent product!
REV-0037926,208604,396,2014-08-19,5,Highly recommend
REV-0037927,208607,684,2014-08-30,2,Would not reorder
REV-0037929,208616,475,2014-09-07,5,Highly recommend
REV-0037930,208621,1226,2014-08-25,3,Mixed feelings
REV-0037933,208647,1053,2014-09-08,4,Works well
REV-0037934,208677,580,2014-09-02,1,Very disappointed
REV-0037935,208685,635,2014-09-09,4,Good overall
REV-0037936,208693,794,2014-08-24,4,Works well
REV-0037937,208695,681,2014-08-25,4,Solid choice
REV-0037938,208704,1116,2014-08-15,3,"Decent, nothing special"
REV-0037939,208707,2295,2014-08-31,3,Average product
REV-0037940,208708,1062,2014-08-12,4,Good overall
REV-0037941,208717,2238,2014-09-03,2,Some issues
REV-0037942,208719,635,2014-08-23,3,Mixed feelings
REV-0037943,208726,981,2014-08-31,5,Highly recommend
REV-0037944,208735,1849,2014-08-29,2,Below expectations
REV-0037945,208746,605,2014-08-23,4,Solid choice
REV-0037946,208760,635,2014-09-06,5,Excellent product!
REV-0037948,208764,1227,2014-08-20,5,Great quality
REV-0037949,208776,989,2014-09-11,3,Mixed feelings
REV-0037950,208795,580,2014-08-17,5,Excellent product!
REV-0037951,208802,754,2014-08-29,5,Excellent product!
REV-0037953,208808,2199,2014-08-23,2,Would not reorder
REV-0037955,208816,762,2014-08-30,5,Very satisfied
REV-0037956,208820,791,2014-08-13,5,Very satisfied
REV-0037957,208823,1962,2014-09-06,4,Good overall
REV-0037958,208830,1182,2014-09-04,5,Great quality
REV-0037960,208835,1227,2014-09-07,3,"Decent, nothing special"
REV-0037963,208849,609,2014-09-02,3,Mixed feelings
REV-0037964,208851,907,2014-08-16,4,Solid choice
REV-0037965,208860,1095,2014-09-09,5,Highly recommend
REV-0037966,208879,791,2014-09-09,4,Solid choice
REV-0037968,208892,794,2014-08-28,4,Solid choice
REV-0037969,208900,2045,2014-09-08,4,Happy with purchase
REV-0037971,208913,1006,2014-08-15,4,Happy with purchase
REV-0037972,208917,966,2014-09-05,5,Very satisfied
REV-0037973,208930,432,2014-09-01,5,Highly recommend
REV-0037974,208939,1181,2014-08-13,1,Would not recommend
REV-0037975,208972,432,2014-09-08,2,Some issues
REV-0037976,208973,2353,2014-09-04,3,Mixed feelings
REV-0037977,208977,794,2014-08-22,3,Average product
REV-0037978,208980,2254,2014-09-12,3,Average product
REV-0037979,208983,2054,2014-09-02,4,Solid choice
REV-0037980,208986,499,2014-08-30,5,Excellent product!
REV-0037981,208989,794,2014-08-29,4,Good overall
REV-0037983,208998,2047,2014-08-25,5,Excellent product!
REV-0037984,208999,2045,2014-09-04,3,Mixed feelings
REV-0037985,209000,993,2014-08-25,2,Below expectations
REV-0037986,209002,2045,2014-08-23,4,Works well
REV-0037987,209004,792,2014-08-19,4,Good overall
REV-0037988,209007,609,2014-08-29,5,Excellent product!
REV-0037989,209011,2064,2014-08-17,4,Works well
REV-0037990,209016,2204,2014-09-01,2,Some issues
REV-0037991,209020,1123,2014-08-21,5,Very satisfied
REV-0037993,209032,777,2014-08-17,5,Highly recommend
REV-0037994,209036,422,2014-09-04,2,Below expectations
REV-0037996,209054,2262,2014-08-30,5,Excellent product!
REV-0037997,209062,1057,2014-09-06,5,Very satisfied
REV-0037999,209077,1131,2014-09-07,5,Highly recommend
REV-0038000,209081,763,2014-09-01,5,Highly recommend
REV-0038001,209084,906,2014-08-13,2,Below expectations
REV-0038002,209088,759,2014-08-26,5,Very satisfied
REV-0038004,209095,981,2014-08-21,5,Excellent product!
REV-0038006,209115,641,2014-09-09,5,Excellent product!
REV-0038007,209119,1818,2014-08-26,5,Excellent product!
REV-0038008,209121,615,2014-08-18,4,Happy with purchase
REV-0038009,209127,2277,2014-08-15,1,Would not recommend
REV-0038010,209129,954,2014-08-21,4,Happy with purchase
REV-0038011,209133,637,2014-09-08,4,Happy with purchase
REV-0038012,209145,757,2014-08-11,1,Poor quality
REV-0038013,209157,103,2014-09-05,1,Would not recommend
