date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source
2019-02-20,20880.0,16896.0,110379,0.00338,284.5,paid_search
2022-11-01,18752.0,13778.0,88117,0.0035600000000000002,309.0,paid_search
2016-06-24,38202.0,29924.0,190436,0.00485,282.1,social_media
2021-06-15,44310.0,31547.0,210222,0.004920000000000001,195.6,social_media
2022-11-14,16503.0,12338.0,77142,0.00529,155.3,direct
2015-06-07,32243.0,25956.0,145312,0.00547,256.8,social_media
2014-01-15,10310.0,7878.0,44709,0.0036200000000000004,123.8,direct
2020-03-17,27849.0,19600.0,141749,0.005350000000000001,210.9,organic_search
2016-04-27,33081.0,25297.0,181029,0.005240000000000001,196.6,paid_search
2016-01-01,11641.0,8712.0,37634,0.00559,267.3,email_campaign
2013-12-25,13141.0,10384.0,67446,0.0048200000000000005,193.3,social_media
2017-12-19,19770.0,14315.0,68091,0.00413,310.4,organic_search
2014-09-28,16535.0,13449.0,72467,0.0037,242.5,organic_search
2022-08-08,37273.0,30036.0,179334,0.0046500000000000005,185.7,paid_search
2021-07-15,34804.0,27447.0,145288,0.0040100000000000005,304.9,organic_search
2019-10-28,20661.0,15063.0,76738,0.00564,131.9,email_campaign
2014-01-20,10678.0,8033.0,41933,0.0041400000000000005,149.6,organic_search
2015-08-05,29226.0,21369.0,95035,0.00445,299.2,organic_search
2019-04-01,44576.0,34666.0,212249,0.00561,299.7,social_media
2020-12-01,19647.0,14036.0,101454,0.00425,101.6,organic_search
2014-01-16,11632.0,8624.0,55483,0.005450000000000001,222.1,social_media
2020-03-26,32870.0,23721.0,177471,0.0039900000000000005,271.3,paid_search
2021-09-09,25832.0,18779.0,102486,0.0032500000000000003,100.5,organic_search
2019-11-20,18980.0,13952.0,102357,0.00408,143.1,referral
2016-05-16,30307.0,23701.0,132156,0.005450000000000001,292.6,organic_search
2015-02-27,14926.0,11229.0,53940,0.005450000000000001,166.2,social_media
2021-08-16,42739.0,32073.0,186199,0.005690000000000001,263.5,organic_search
2016-09-08,21760.0,16332.0,101591,0.0034700000000000004,108.0,referral
2022-04-15,44514.0,34678.0,218562,0.00457,203.9,organic_search
2016-03-09,30824.0,25068.0,141783,0.005750000000000001,279.8,paid_search
2021-08-13,37306.0,29688.0,123156,0.005370000000000001,316.2,organic_search
2022-08-16,34912.0,26494.0,184855,0.0046700000000000005,241.9,social_media
2014-09-29,999999999.0,14785.0,75135,0.00411,136.3,referral
2019-09-06,26547.0,20170.0,89760,0.005770000000000001,187.6,paid_search
2014-03-23,20889.0,15510.0,67631,0.00542,287.5,social_media
2016-12-24,13567.0,10748.0,66087,0.0049,307.2,organic_search
2017-11-29,14488.0,11480.0,59571,0.005280000000000001,269.2,social_media
2017-03-27,28655.0,22329.0,106341,0.0034900000000000005,146.1,referral
2019-11-21,15257.0,12502.0,55603,0.005180000000000001,147.9,direct
2016-04-03,39853.0,32209.0,171112,0.00504,189.2,paid_search
2016-08-14,27633.0,20341.0,90982,0.005090000000000001,156.4,social_media
2022-03-05,33090.0,26348.0,124117,0.00354,266.0,paid_search
2013-10-21,12745.0,9506.0,53990,0.00578,274.1,organic_search
2018-12-08,19012.0,14291.0,82685,0.00474,171.6,organic_search
2019-09-03,25072.0,17728.0,119670,0.005430000000000001,177.2,email_campaign
2022-06-02,38883.0,28520.0,165887,0.0036000000000000003,136.6,organic_search
2015-12-11,15391.0,11318.0,67959,0.0035700000000000003,177.7,organic_search
2021-04-18,42920.0,32739.0,155375,0.0032400000000000003,144.0,paid_search
2021-06-08,45781.0,37084.0,219913,0.0048000000000000004,130.8,organic_search
2014-06-10,27671.0,21455.0,121832,0.00523,235.3,referral
2017-04-17,28523.0,22616.0,137529,0.00333,239.8,organic_search
2020-11-15,14260.0,10406.0,61122,0.00412,188.5,organic_search
2022-08-26,38935.0,29454.0,168649,0.00493,260.2,organic_search
2013-09-16,16977.0,12773.0,84823,0.00353,102.7,organic_search
2017-02-17,19370.0,14607.0,104239,0.005520000000000001,210.6,paid_search
2019-11-08,15016.0,11357.0,81893,0.0034000000000000002,287.6,social_media
2020-08-30,36313.0,27199.0,161767,0.0043300000000000005,233.7,referral
2014-08-04,25170.0,19950.0,101848,0.004,107.4,paid_search
2017-10-20,17968.0,14229.0,95705,0.004240000000000001,134.0,organic_search
2018-05-06,41927.0,31062.0,200310,0.0037600000000000003,200.2,referral
2021-08-01,37105.0,27725.0,195190,0.0039000000000000003,187.9,paid_search
2016-08-15,31092.0,23420.0,110105,0.00515,121.7,organic_search
2016-11-08,15021.0,10948.0,56211,0.0033200000000000005,142.2,paid_search
2016-02-29,18504.0,14317.0,93760,0.0044,292.7,social_media
2021-08-05,37593.0,29342.0,166972,0.005050000000000001,278.1,paid_search
2013-05-05,26820.0,19885.0,116224,0.0038300000000000005,209.1,email_campaign
2015-09-26,21009.0,17168.0,108813,0.004070000000000001,179.5,paid_search
2018-04-21,34335.0,24248.0,136326,0.00525,278.5,paid_search
2020-05-05,46233.0,36589.0,201181,0.003920000000000001,129.7,social_media
2016-12-03,16495.0,12690.0,63476,0.00478,257.6,organic_search
2020-10-30,22356.0,17201.0,94204,0.00408,182.9,email_campaign
2018-11-01,15431.0,12049.0,57107,0.004200000000000001,230.1,organic_search
2020-07-12,27495.0,20220.0,150199,0.0033900000000000002,160.2,direct
2014-06-23,28623.0,21810.0,155716,0.005770000000000001,168.7,paid_search
2016-10-03,16160.0,13151.0,84680,0.00368,255.4,organic_search
2014-10-28,14021.0,10144.0,72386,0.00396,209.1,paid_search
2020-08-07,41155.0,32438.0,133104,0.00493,302.0,organic_search
2021-08-26,44382.0,33320.0,172425,0.0035800000000000003,212.0,referral
2020-12-07,17942.0,14544.0,75482,0.00385,124.6,social_media
2017-10-21,18349.0,14662.0,66645,0.00549,197.8,organic_search
2022-05-02,43201.0,31271.0,152718,0.00529,110.5,paid_search
2016-11-04,15480.0,12205.0,65097,0.00336,152.5,paid_search
2016-09-11,20958.0,16065.0,108501,0.00368,228.5,organic_search
2016-04-24,34414.0,25043.0,161566,0.00572,105.1,organic_search
2019-05-12,33210.0,25645.0,133895,0.005200000000000001,294.7,email_campaign
2013-08-16,21594.0,15178.0,70937,0.004200000000000001,127.9,paid_search
2015-10-12,13664.0,10610.0,66043,0.0036600000000000005,170.8,direct
2020-09-23,28929.0,21337.0,145147,0.005410000000000001,308.1,organic_search
2013-08-12,24576.0,17742.0,103910,0.00536,219.8,direct
2020-09-27,29837.0,23097.0,142121,0.0053300000000000005,315.7,organic_search
2022-07-25,32502.0,23998.0,126179,0.00519,141.1,direct
2018-02-28,23064.0,18450.0,121432,0.00462,189.7,organic_search
2020-07-14,32527.0,23555.0,137331,0.0032300000000000002,240.8,paid_search
2015-06-17,35371.0,28846.0,155050,0.004220000000000001,217.0,social_media
2016-10-16,16728.0,12769.0,77896,0.00462,289.6,email_campaign
2014-07-21,23563.0,16839.0,117759,0.00444,196.9,paid_search
2015-03-07,20579.0,16101.0,83988,0.0038400000000000005,143.0,social_media
2015-01-23,13034.0,10656.0,62656,0.00508,238.1,organic_search
2015-06-29,34732.0,24375.0,156417,0.0044,233.6,social_media
2017-04-29,34984.0,26887.0,117941,0.0033900000000000002,313.7,social_media
2017-01-15,12653.0,9484.0,44274,0.00529,311.3,social_media
2018-08-17,31433.0,23332.0,161030,0.00496,226.4,social_media
2016-06-19,38767.0,27509.0,168541,0.004560000000000001,315.5,social_media
2015-04-05,34818.0,26213.0,179530,0.00351,283.5,referral
2021-06-05,46818.0,37746.0,238843,0.00404,162.2,email_campaign
2014-03-30,21014.0,17170.0,96869,0.0036100000000000004,266.0,organic_search
2017-09-17,21658.0,16922.0,102167,0.00578,138.3,paid_search
2021-03-08,35780.0,27855.0,140464,0.0034900000000000005,178.3,referral
2020-12-25,19207.0,14605.0,70159,0.0034300000000000003,250.6,paid_search
2016-06-13,34063.0,26928.0,163122,0.0046500000000000005,272.3,paid_search
2013-06-13,27752.0,19777.0,151236,0.0034700000000000004,106.4,organic_search
2021-06-03,48600.0,38637.0,184769,0.00478,317.2,organic_search
2016-01-03,13218.0,9831.0,64885,0.0056500000000000005,208.5,paid_search
2017-01-12,12525.0,9985.0,45854,0.00521,287.0,email_campaign
2016-12-19,18344.0,13487.0,67232,0.00352,236.3,organic_search
2020-09-14,28528.0,21280.0,108347,0.0038900000000000002,148.8,email_campaign
2019-07-11,36925.0,28683.0,119806,0.00547,278.9,referral
2020-11-22,16764.0,12087.0,75792,0.00542,254.4,paid_search
2013-07-07,19573.0,15181.0,74366,0.005540000000000001,219.4,paid_search
2016-01-07,11373.0,8618.0,59432,0.00412,312.2,social_media
2015-02-04,17552.0,12726.0,92236,0.0034600000000000004,220.5,email_campaign
2018-08-01,34337.0,26084.0,135710,0.00479,204.2,organic_search
2015-04-30,28994.0,22062.0,150712,0.00394,267.3,direct
2014-05-08,22054.0,15883.0,78562,0.00578,114.3,referral
2019-07-03,30229.0,24504.0,151719,0.00504,159.1,organic_search
2016-05-01,34863.0,28526.0,139903,0.0056300000000000005,161.1,paid_search
2017-05-05,34742.0,26251.0,146458,0.0037700000000000003,254.8,social_media
2022-03-23,35235.0,27474.0,187204,0.005410000000000001,174.4,paid_search
2013-09-27,15631.0,12772.0,85398,0.00532,292.3,organic_search
2014-07-22,20852.0,16050.0,98954,0.004710000000000001,221.2,organic_search
2013-12-10,14413.0,10733.0,46851,0.00408,254.9,social_media
2021-08-18,33929.0,26293.0,149882,0.0037600000000000003,162.6,paid_search
2017-06-27,35040.0,27683.0,132527,0.005770000000000001,233.5,social_media
2021-12-17,19112.0,13571.0,77118,0.00432,148.1,paid_search
2019-10-14,19857.0,15369.0,108752,0.0056500000000000005,233.8,paid_search
2014-07-25,23097.0,18708.0,79029,0.00495,205.3,social_media
2021-01-30,16213.0,12103.0,85859,0.00557,251.5,paid_search
2021-12-18,18789.0,15217.0,75059,0.00385,230.4,organic_search
2022-05-19,50386.0,38175.0,275560,0.004070000000000001,288.5,organic_search
2016-03-11,24168.0,16941.0,81811,0.00549,162.8,organic_search
2017-06-23,33715.0,24358.0,120962,0.00321,102.8,referral
2014-05-23,28489.0,22749.0,96527,0.0051400000000000005,252.9,organic_search
2022-05-27,37986.0,27205.0,169620,0.00529,172.7,organic_search
2017-04-04,33989.0,27225.0,155858,0.0039000000000000003,175.9,paid_search
2018-01-28,14338.0,10498.0,54629,0.00428,114.3,paid_search
2019-09-26,24782.0,20223.0,113023,0.0043,107.0,organic_search
2018-11-26,15157.0,11521.0,51414,0.004410000000000001,229.9,paid_search
2021-05-08,42180.0,30797.0,202495,0.00353,127.5,organic_search
2017-04-09,34091.0,24873.0,185984,0.0037900000000000004,247.1,social_media
2017-04-23,34949.0,27137.0,154407,0.0035,185.7,organic_search
2022-12-21,19702.0,15507.0,100991,0.0047,230.8,direct
2018-11-11,18244.0,14668.0,98163,0.00532,291.4,email_campaign
2015-03-31,23712.0,17041.0,118451,0.00334,235.6,organic_search
2014-11-03,9271.0,7343.0,50990,0.00336,281.7,organic_search
2017-01-04,10925.0,8136.0,50441,0.0038400000000000005,228.1,email_campaign
2019-01-15,13831.0,10313.0,63195,0.0057,181.0,paid_search
2016-06-22,27007.0,19832.0,96954,0.00517,280.0,social_media
2019-01-17,14437.0,11002.0,52900,0.00432,100.9,social_media
2015-10-03,15008.0,11370.0,68639,0.0036200000000000004,168.3,paid_search
2020-03-25,30774.0,23044.0,99989,0.00419,165.9,email_campaign
2019-08-21,32523.0,24417.0,117226,0.00459,204.2,email_campaign
2019-02-06,17637.0,13730.0,89322,0.004200000000000001,123.9,referral
2019-11-07,17897.0,13725.0,62005,0.00564,247.4,organic_search
2021-07-26,33451.0,23825.0,147504,0.00354,148.6,paid_search
2019-12-28,20807.0,16864.0,71257,0.00506,113.9,paid_search
2020-12-27,22306.0,16526.0,92481,0.0034600000000000004,281.6,organic_search
2020-01-19,16878.0,13764.0,60169,0.0038900000000000002,297.2,referral
2015-01-07,10147.0,7857.0,33888,0.00572,121.9,social_media
2022-12-15,20742.0,14911.0,103929,0.0034600000000000004,154.9,organic_search
2013-12-20,10678.0,8634.0,38513,0.004050000000000001,256.3,organic_search
2013-06-29,28947.0,21255.0,158795,0.0032700000000000003,305.7,organic_search
2022-08-05,39534.0,30810.0,190411,0.004920000000000001,295.6,social_media
2015-06-26,30769.0,22895.0,140394,0.00476,263.6,organic_search
2014-11-30,12733.0,9914.0,61026,0.0036100000000000004,101.6,paid_search
2020-10-17,21266.0,15812.0,71380,0.0051400000000000005,149.1,paid_search
2021-10-31,19649.0,15891.0,86079,0.00425,215.9,social_media
2018-07-06,29007.0,21919.0,141788,0.00466,187.6,organic_search
2020-05-10,34872.0,25181.0,142645,0.0033200000000000005,239.2,paid_search
2020-05-30,40115.0,28229.0,185694,0.0056,303.8,email_campaign
2019-09-09,24789.0,19384.0,116234,0.00542,271.7,social_media
2020-06-11,42916.0,33063.0,167050,0.00432,137.9,referral
2013-03-01,20573.0,15216.0,82066,0.0047,125.7,organic_search
2018-05-23,29420.0,21478.0,150125,0.00549,144.6,paid_search
2013-12-08,13175.0,9415.0,45023,0.00462,178.1,organic_search
2018-02-01,18158.0,13551.0,99763,0.0032500000000000003,239.1,referral
2020-10-19,19438.0,15597.0,66703,0.0051600000000000005,152.5,organic_search
2018-06-19,37705.0,28117.0,162384,0.00402,208.6,referral
2022-11-29,18099.0,12899.0,87262,0.004260000000000001,181.8,direct
2022-04-29,38774.0,30376.0,149304,0.004050000000000001,143.7,email_campaign
2021-12-11,17639.0,12442.0,89865,0.00404,105.4,paid_search
2017-03-19,30770.0,24465.0,120261,0.00578,293.9,organic_search
2020-09-21,29246.0,22025.0,136066,0.00353,242.2,paid_search
2016-03-20,22946.0,18176.0,88612,0.0036100000000000004,118.7,referral
2020-07-26,34829.0,25520.0,177075,0.004220000000000001,318.3,referral
2017-08-08,30612.0,21678.0,109280,0.0037400000000000003,309.4,organic_search
2021-05-19,40499.0,31915.0,191765,0.00425,142.8,organic_search
2017-01-11,13414.0,9660.0,52857,0.005370000000000001,297.6,email_campaign
2016-11-28,12901.0,10483.0,54139,0.0038300000000000005,306.6,email_campaign
2022-07-13,40352.0,30225.0,200261,0.005050000000000001,242.4,organic_search
2021-09-03,26551.0,19907.0,108115,0.004050000000000001,176.7,social_media
2020-07-11,32050.0,26172.0,133615,0.00506,132.5,organic_search
2017-08-24,31644.0,25469.0,118814,0.004240000000000001,114.5,organic_search
2017-10-08,16925.0,13107.0,66952,0.0041600000000000005,114.9,organic_search
2021-12-20,21881.0,15629.0,75775,0.00385,236.7,email_campaign
2018-03-25,23343.0,18573.0,126488,0.00395,116.0,paid_search
2013-11-14,10545.0,7419.0,41667,0.0049700000000000005,139.8,email_campaign
2013-06-07,26823.0,18932.0,134357,0.0039900000000000005,224.4,email_campaign
2019-12-16,20895.0,15311.0,91106,0.0056500000000000005,219.3,organic_search
2018-05-27,34124.0,25951.0,126584,0.005430000000000001,319.7,organic_search
2014-08-27,24745.0,19165.0,121324,0.00429,299.7,organic_search
2015-04-17,34071.0,26707.0,177596,0.00406,140.7,referral
2014-09-10,17022.0,12401.0,68700,0.00529,102.6,paid_search
2021-10-13,19477.0,15122.0,105026,0.004240000000000001,214.4,direct
2015-07-25,26582.0,18972.0,92409,0.004860000000000001,232.8,organic_search
2014-04-04,33564.0,27006.0,178036,0.00455,230.0,paid_search
2019-12-25,18623.0,13537.0,68299,0.005450000000000001,311.1,paid_search
2018-05-17,36783.0,30142.0,138732,0.004580000000000001,295.8,paid_search
2019-07-17,27662.0,22207.0,118197,0.00453,200.0,organic_search
2013-05-25,26078.0,21237.0,92476,0.00385,141.3,paid_search
2022-02-06,23675.0,18804.0,80717,0.004090000000000001,193.8,direct
2014-02-20,15337.0,11846.0,72379,0.0051400000000000005,287.0,referral
2014-04-05,29571.0,20726.0,141514,0.004430000000000001,301.8,organic_search
2022-01-10,13466.0,10626.0,73474,0.0046500000000000005,237.5,organic_search
2015-02-12,16304.0,13006.0,62018,0.00398,216.9,referral
2015-01-09,12849.0,10119.0,58922,0.004770000000000001,190.4,referral
2020-11-08,18445.0,13486.0,81091,0.00527,190.7,paid_search
2020-12-19,20038.0,15556.0,91258,0.004090000000000001,259.5,paid_search
2015-08-02,25347.0,18517.0,89162,0.0034000000000000002,101.9,direct
2016-02-01,17175.0,13626.0,59868,0.0053300000000000005,148.7,paid_search
2014-08-21,24400.0,18452.0,124494,0.00568,150.4,social_media
2021-09-16,24544.0,20042.0,109761,0.00538,250.7,paid_search
2021-10-08,19762.0,13894.0,102451,0.0036200000000000004,127.6,organic_search
2019-04-17,43808.0,31816.0,223025,0.0053300000000000005,312.6,social_media
2016-01-30,12513.0,9653.0,65920,0.00502,134.5,paid_search
2016-03-22,26309.0,21458.0,121633,0.00536,192.7,direct
2013-10-03,13080.0,9748.0,44993,0.0049900000000000005,125.5,organic_search
2015-07-28,24684.0,17484.0,103037,0.00322,198.9,organic_search
2020-06-16,35345.0,28859.0,181042,0.004410000000000001,162.5,organic_search
2017-08-12,31638.0,24053.0,168384,0.0046500000000000005,198.6,organic_search
2022-11-17,17628.0,12749.0,72696,0.0046300000000000004,224.8,paid_search
2014-11-07,10458.0,7811.0,57426,0.00483,207.9,social_media
2019-07-24,34123.0,25043.0,132316,0.00564,172.2,paid_search
2017-09-23,20569.0,16593.0,70094,0.004240000000000001,198.6,paid_search
2013-05-04,26616.0,18955.0,87588,0.00566,226.5,organic_search
2013-06-24,26497.0,21120.0,97404,0.0036400000000000004,178.5,paid_search
2019-07-07,26042.0,18496.0,95916,0.004,284.6,email_campaign
2019-09-15,25814.0,19980.0,100825,0.0041400000000000005,115.6,paid_search
2022-10-20,25130.0,18775.0,97221,0.005790000000000001,195.9,social_media
2019-09-17,24520.0,18925.0,93825,0.0037,131.4,organic_search
2016-04-05,33961.0,24714.0,144993,0.004730000000000001,148.9,referral
2021-08-25,42700.0,33671.0,212858,0.00335,130.8,organic_search
2016-12-29,15158.0,11598.0,76740,0.0037600000000000003,108.0,social_media
2013-01-08,9456.0,7459.0,31482,0.0044,192.4,paid_search
2017-12-03,16466.0,11801.0,81064,0.00566,104.3,social_media
2015-09-23,17652.0,13079.0,71664,0.00387,318.0,social_media
2013-07-25,24318.0,18975.0,100129,0.0049700000000000005,186.2,direct
2015-11-01,12648.0,10110.0,61721,0.0043,226.0,organic_search
2014-04-30,30939.0,23211.0,133474,0.0035600000000000002,156.9,social_media
2013-11-08,11835.0,9472.0,50627,0.00447,235.1,organic_search
2015-06-12,24605.0,19576.0,116966,0.0036200000000000004,266.6,social_media
2017-11-05,13852.0,11242.0,56895,0.005070000000000001,109.8,organic_search
2017-07-11,26995.0,20036.0,108610,0.0054600000000000004,260.5,email_campaign
2014-10-13,15576.0,11706.0,80230,0.0034300000000000003,158.6,direct
2018-01-20,13626.0,10427.0,68278,0.0037,294.9,social_media
2020-05-13,42210.0,32669.0,194109,0.0033100000000000004,213.7,organic_search
2017-09-22,22964.0,18801.0,98691,0.004350000000000001,131.3,paid_search
2013-02-11,15063.0,11080.0,60064,0.005260000000000001,223.3,paid_search
2017-08-25,33330.0,24632.0,156353,0.00353,166.7,social_media
2015-05-29,34451.0,27090.0,172863,0.0038100000000000005,116.7,referral
2014-01-25,11205.0,8252.0,55016,0.005350000000000001,291.3,organic_search
2017-02-08,18913.0,13297.0,101831,0.0038200000000000005,123.6,organic_search
2022-09-12,27314.0,21746.0,108646,0.0032800000000000004,251.4,direct
2019-10-18,19452.0,14179.0,93419,0.0038900000000000002,317.4,social_media
2015-09-05,19156.0,14479.0,82375,0.0054800000000000005,314.9,email_campaign
2016-05-11,29147.0,20594.0,106696,0.0034900000000000005,101.1,email_campaign
2014-10-17,12793.0,9282.0,56849,0.00388,234.7,paid_search
2015-05-31,27874.0,21527.0,109033,0.0036600000000000005,233.5,referral
2018-06-01,47179.0,37945.0,239522,0.0032,201.2,organic_search
2020-04-25,45937.0,32490.0,245372,0.00576,137.1,referral
2019-12-08,17943.0,13548.0,58328,0.004580000000000001,275.4,email_campaign
2013-02-26,15824.0,11642.0,60025,0.00333,169.9,social_media
2022-09-30,26964.0,19431.0,145584,0.0033900000000000002,305.0,email_campaign
2021-06-28,46294.0,35882.0,202773,0.0032900000000000004,285.4,direct
2021-06-12,44378.0,35506.0,154157,0.005370000000000001,193.4,paid_search
2020-06-13,40898.0,29407.0,172585,0.00391,203.8,organic_search
2021-04-02,44123.0,31584.0,214010,0.005240000000000001,161.5,direct
2020-03-01,36014.0,29488.0,146247,0.0037500000000000003,132.7,email_campaign
2013-01-02,10456.0,8151.0,47611,0.00406,120.5,organic_search
2021-03-21,34445.0,26647.0,124002,0.00406,269.6,social_media
2016-03-28,22971.0,18817.0,123376,0.00333,241.8,paid_search
2013-04-28,26593.0,20990.0,92764,0.00388,199.8,organic_search
2019-10-15,20545.0,15329.0,80622,0.00321,177.1,paid_search
2022-08-01,39152.0,28060.0,179948,0.004580000000000001,254.0,social_media
2020-08-27,38266.0,28828.0,200768,0.00446,246.8,organic_search
2014-04-18,28486.0,23229.0,108624,0.00408,164.3,social_media
2014-09-23,16222.0,11492.0,84429,0.0034600000000000004,233.4,social_media
2022-09-08,25002.0,18438.0,137423,0.00388,146.1,organic_search
2019-10-13,18905.0,14766.0,75139,0.00432,208.8,social_media
2019-11-26,16661.0,12533.0,78488,0.00459,225.3,organic_search
2019-06-20,40522.0,30027.0,211063,0.004540000000000001,288.1,email_campaign
2019-01-27,12775.0,10329.0,44948,0.00478,292.4,paid_search
2017-06-25,36412.0,28892.0,119913,0.00551,317.2,paid_search
2022-02-18,21990.0,15713.0,88203,0.004750000000000001,241.4,paid_search
2020-08-24,33539.0,26264.0,119660,0.00515,126.0,email_campaign
2014-12-25,14984.0,11307.0,62313,0.00371,220.9,organic_search
2015-04-01,29410.0,23296.0,117637,0.0053100000000000005,175.1,organic_search
2016-04-01,35280.0,26110.0,148298,0.003920000000000001,268.9,organic_search
2016-09-19,19562.0,15211.0,102109,0.0041800000000000006,146.7,paid_search
2016-04-28,34354.0,25822.0,179278,0.00337,246.1,organic_search
2017-06-11,35853.0,25199.0,143300,0.0039900000000000005,180.7,email_campaign
2013-08-06,21270.0,15427.0,110319,0.00402,315.4,organic_search
2014-04-06,29897.0,24048.0,113402,0.0036200000000000004,202.1,paid_search
2015-01-06,9268.0,7471.0,38649,0.0051,318.3,email_campaign
2019-02-26,20019.0,14720.0,95647,0.0046300000000000004,274.2,organic_search
2022-09-25,26953.0,19520.0,113157,0.005410000000000001,245.6,paid_search
2021-11-28,19450.0,15869.0,85349,0.004940000000000001,310.0,organic_search
2019-03-27,29291.0,22963.0,143666,0.0037600000000000003,268.8,email_campaign
2020-04-24,37916.0,27243.0,145799,0.0036500000000000005,107.6,referral
2019-08-12,34577.0,26641.0,160627,0.00447,155.7,direct
2015-10-19,14648.0,10830.0,77608,0.00512,196.3,social_media
2022-12-08,22392.0,16875.0,111333,0.00476,210.5,organic_search
2018-01-19,14149.0,10956.0,56631,0.00352,112.1,direct
2014-08-05,25018.0,19903.0,86055,0.00353,213.4,paid_search
2018-10-03,19658.0,15280.0,105418,0.00385,282.1,paid_search
2014-10-31,12268.0,9791.0,56527,0.004580000000000001,291.0,email_campaign
2015-05-27,26401.0,20469.0,119105,0.00574,183.6,organic_search
2022-05-24,41157.0,31416.0,155103,0.00336,294.0,organic_search
2013-04-26,25454.0,18300.0,131458,0.005560000000000001,204.8,social_media
2013-07-12,21395.0,17049.0,79697,0.0046,106.4,referral
2019-02-01,21456.0,16332.0,74218,0.00425,284.6,organic_search
2015-05-08,29160.0,23034.0,109154,0.00429,276.5,social_media
2019-02-13,22905.0,16771.0,80895,0.00493,251.0,paid_search
2018-10-04,18539.0,14197.0,96559,0.0041,301.5,paid_search
2018-01-11,13327.0,10140.0,46271,0.005450000000000001,149.6,direct
2014-03-03,22641.0,15964.0,108362,0.005220000000000001,271.4,organic_search
2018-11-07,16607.0,12795.0,90142,0.0041800000000000006,105.6,social_media
2021-06-19,43105.0,35045.0,148637,0.00338,136.3,organic_search
2022-03-16,32576.0,26436.0,158677,0.0034200000000000003,171.0,organic_search
2017-11-06,14695.0,10725.0,75189,0.00513,120.7,social_media
2016-10-22,17596.0,14020.0,78544,0.004240000000000001,190.1,referral
2021-01-16,15667.0,11566.0,78596,0.00529,286.5,direct
2015-06-25,31624.0,25240.0,150529,0.005220000000000001,175.0,referral
2013-05-27,25522.0,20808.0,123734,0.005,267.2,social_media
2021-08-17,35832.0,25317.0,135797,0.0036100000000000004,205.1,organic_search
2021-05-16,46038.0,32930.0,178309,0.00408,182.2,direct
2021-08-11,30995.0,24667.0,159578,0.00536,156.9,direct
2019-10-29,21438.0,15871.0,83688,0.004070000000000001,272.7,direct
2022-06-05,47723.0,37307.0,253750,0.00398,206.4,organic_search
2016-06-04,33568.0,26608.0,156310,0.0032700000000000003,281.6,organic_search
2015-07-18,22256.0,17049.0,73505,0.0036000000000000003,257.0,social_media
2017-10-28,18092.0,13116.0,88459,0.0056500000000000005,280.4,organic_search
2016-09-06,17889.0,12808.0,78449,0.0039000000000000003,105.0,organic_search
2020-05-23,43072.0,32884.0,203926,0.0034300000000000003,169.8,
2022-02-20,21183.0,16425.0,109932,0.0037400000000000003,173.2,organic_search
2019-04-16,41567.0,33382.0,161203,0.00578,160.7,paid_search
2015-10-14,16989.0,12008.0,81718,0.0056500000000000005,204.6,social_media
2013-12-24,12470.0,9370.0,54463,0.0056300000000000005,281.4,social_media
2022-07-29,29929.0,22065.0,126776,0.0051400000000000005,297.4,paid_search
2021-10-22,24218.0,19711.0,114397,0.0043100000000000005,204.0,paid_search
2022-02-10,23043.0,16686.0,100004,0.004540000000000001,216.1,organic_search
2022-10-22,22443.0,16339.0,94221,0.00398,114.1,paid_search
2016-12-06,16069.0,11394.0,53670,0.0034400000000000003,198.8,email_campaign
2019-03-31,29648.0,21628.0,136636,0.00542,169.2,referral
2021-10-07,24821.0,18161.0,83730,0.00387,193.1,social_media
2020-06-01,43625.0,34300.0,175784,0.00338,282.6,social_media
2022-02-22,21137.0,16301.0,109650,0.0036200000000000004,185.5,paid_search
2021-04-03,41643.0,30558.0,161901,0.004770000000000001,166.6,organic_search
2018-01-10,14394.0,10246.0,55185,0.00453,202.3,social_media
2016-10-12,16384.0,12184.0,80295,0.0037700000000000003,315.8,email_campaign
2016-06-01,30361.0,23705.0,131150,0.00322,112.3,social_media
2022-06-03,47464.0,35006.0,215933,0.004260000000000001,188.3,email_campaign
2013-12-26,13040.0,9292.0,57219,0.005390000000000001,314.3,organic_search
2015-11-12,13903.0,11236.0,61201,0.00525,265.5,email_campaign
2019-01-07,15866.0,12380.0,77357,0.0036200000000000004,241.1,direct
2021-07-22,32412.0,25523.0,158492,0.0034100000000000003,131.8,organic_search
2016-03-01,26992.0,21032.0,117947,0.0048200000000000005,270.4,paid_search
2018-11-27,15933.0,11620.0,54362,0.00523,255.0,social_media
2019-08-16,37711.0,26507.0,123132,0.004050000000000001,245.5,paid_search
2016-02-26,18006.0,13934.0,57841,0.004690000000000001,124.5,organic_search
2014-10-12,13762.0,10895.0,57265,0.00372,230.1,paid_search
2014-06-27,31165.0,23193.0,117512,0.00372,115.8,paid_search
2022-05-26,44370.0,32896.0,225409,0.00417,211.5,organic_search
2019-10-23,21124.0,15901.0,77921,0.0053300000000000005,148.2,organic_search
2016-11-06,14121.0,11290.0,69354,0.00322,101.3,social_media
2017-06-04,35649.0,26916.0,179071,0.0038200000000000005,260.0,paid_search
2017-04-01,38431.0,28563.0,187339,0.00481,266.5,paid_search
2020-06-21,44397.0,31865.0,205562,0.00406,142.0,social_media
2016-05-06,27614.0,21353.0,147246,0.00508,190.0,email_campaign
