product_id,product_name,category,segment,size,color,price,cogs
338,UrbanVN RP-03,Outdoor,Activewear,S,pink,37.7419025049,20.914950257
339,HanoiStreet RP-46,Outdoor,Activewear,L,pink,890.4549377123,845.9321908267
340,HanoiStreet RP-04,Outdoor,Activewear,S,green,1855.6303211009,1762.8488050459
341,UrbanVN MA-10,Casual,All-weather,M,silver,34.434894988,21.1929947366
342,VietMode MP-23,Casual,Activewear,XL,purple,29.7385601057,16.4324638697
343,DragonWear UE-05,Streetwear,Performance,M,silver,9443.35,8471.629285
344,UrbanVN RP-22,Outdoor,Activewear,XL,silver,3369.87,2821.255164
345,UrbanVN UR-34,Streetwear,Standard,XL,black,26.4677651709,16.772658066
346,HanoiStreet MA-12,Casual,All-weather,M,purple,29.5043156077,17.5429790021
347,VietMode RP-79,Outdoor,Activewear,XL,silver,4471.74,4248.153
348,VietMotion RP-37,Outdoor,Activewear,S,red,1070.2073493976,1005.3527840241
349,PhoenixWear UC-07,Streetwear,Everyday,M,silver,7876.33875,5431.523202
350,MekongFit RP-49,Outdoor,Activewear,XL,blue,1792.7023572474,1145.8953467526
351,SaigonFlex RS-02,Outdoor,Premium,XL,purple,4595.85,3068.649045
352,PhoenixWear UR-03,Streetwear,Standard,XL,silver,5036.85,4118.12856
353,UrbanVN RS-06,Outdoor,Premium,XL,silver,1972.5575,1723.42348775
354,VietMode RP-04,Outdoor,Activewear,S,orange,37.8437122078,22.4933572734
355,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.2691695502,6372.6622367543
356,DragonWear MA-37,Casual,All-weather,M,silver,5449.5,5177.025
357,SaigonFlex UM-83,Streetwear,Balanced,L,pink,17103.87,10599.268239
358,HanoiStreet UE-38,Streetwear,Performance,M,yellow,34.2888019565,19.780103552699998
359,BambooCraft UC-18,Streetwear,Everyday,XL,yellow,11430.5789552239,10859.0500074627
360,MekongFit RP-15,Outdoor,Activewear,M,yellow,1889.37,1137.589677
361,VietMode RP-29,Outdoor,Activewear,M,silver,46.8917788031,29.864928375
362,VietMotion UR-20,Streetwear,Standard,M,silver,42.5780219597,25.7225181051
363,SaigonFlex UM-98,Streetwear,Balanced,M,blue,11636.1,11054.295
364,SaigonCore UE-15,Streetwear,Performance,S,red,17143.7,14587.57433
365,HanoiStreet YY-23,GenZ,Trendy,L,orange,1889.37,1779.78654
366,UrbanVN UC-20,Streetwear,Everyday,M,purple,8000.37,7600.3515
367,NamStyle YY-28,GenZ,Trendy,M,silver,2204.37,1660.331484
368,UrbanVN UC-22,Streetwear,Everyday,XL,silver,8712.5254054054,7795.0964802162
369,LotusWear UE-88,Streetwear,Performance,XL,silver,9257.85,8448.71391
370,SaigonCore MA-02,Casual,All-weather,XL,silver,10073.7,7977.36303
371,VietMode MP-10,Casual,Activewear,L,orange,4786.74,3972.515526
372,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.0843133177,12.4892097478
373,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.0940034662,3895.0904670988
374,SaigonCore UM-06,Streetwear,Balanced,L,white,38.6337772411,23.627889605
375,HanoiStreet UE-18,Streetwear,Performance,M,yellow,2910.2380851064,1759.8209700638
376,LotusWear UE-71,Streetwear,Performance,L,red,6949.7590909091,6602.2711363636
377,MekongFit UC-29,Streetwear,Everyday,XL,silver,3803.9961859583,3196.4979950607
378,HanoiStreet UE-30,Streetwear,Performance,M,black,6299.37,5324.227524
379,HanoiStreet RP-07,Outdoor,Activewear,XL,yellow,1259.37,981.552978
380,SaigonCore RP-04,Outdoor,Activewear,XL,purple,5398.47,3275.791596
381,MekongFit RP-09,Outdoor,Activewear,XL,blue,1960.245,1862.23275
382,VietMode RP-65,Outdoor,Activewear,M,blue,3841.74,3307.73814
383,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.9632075472,6095.8357395283
384,VietMode MA-14,Casual,All-weather,L,pink,9764.37,6568.491699
385,DragonWear MA-02,Casual,All-weather,L,orange,39.0628771195,22.6602326991
386,HanoiStreet YY-25,GenZ,Trendy,S,white,55.2059495269,32.8763582972
387,HanoiStreet UE-22,Streetwear,Performance,M,blue,4566.4935059761,2456.7735062151
388,VietMode RS-04,Outdoor,Premium,L,green,2847.5427272727,2029.1589474545
389,UrbanVN RS-08,Outdoor,Premium,M,yellow,4632.064512947,4400.4612872996
390,NamStyle YY-27,GenZ,Trendy,S,green,4283.37,4069.2015
391,HanoiStreet RP-12,Outdoor,Activewear,S,white,41.479017405,25.8217570847
392,PhoenixWear UE-20,Streetwear,Performance,XL,silver,6928.53,6582.1035
393,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.5323616236,10055.3057435424
394,SaigonFlex UM-16,Streetwear,Balanced,XL,black,22.9250524562,14.2781553943
395,SaigonFlex UM-01,Streetwear,Balanced,S,green,11028.4286947034,10091.0122556536
396,HanoiStreet UE-10,Streetwear,Performance,M,black,4913.37,3388.259952
397,DragonWear UR-18,Streetwear,Standard,XL,silver,44.8618464355,27.9829459342
398,UrbanVN RP-12,Outdoor,Activewear,M,silver,3441.095708502,3269.0409230769
399,VietMode RP-86,Outdoor,Activewear,L,white,4564.0675862069,3732.9508787586
400,IndigoViet UM-07,Streetwear,Balanced,M,purple,12837.0518181818,7742.0259515455
401,VietMode RP-02,Outdoor,Activewear,L,red,1233.54,706.941774
402,VietMode MA-22,Casual,All-weather,L,green,8311.6916129032,6208.8336348387
403,HanoiStreet UR-06,Streetwear,Standard,S,red,7496.37,4533.054939
405,BambooCraft UC-25,Streetwear,Everyday,L,green,8808.87,7972.02735
406,VietMotion RP-61,Outdoor,Activewear,S,white,41.7136682498,24.7399074589
407,SaigonFlex UM-57,Streetwear,Balanced,S,orange,13107.434516129,7168.455936871
408,HanoiStreet UR-37,Streetwear,Standard,XL,black,20.1033552142,12.2230132769
409,BambooCraft UM-07,Streetwear,Balanced,M,yellow,11339.37,7381.92987
410,SaigonCore RP-11,Outdoor,Activewear,L,orange,3464.37,2540.422521
411,NamStyle YY-09,GenZ,Trendy,L,pink,1898.7033333333,1803.7681666667
412,LotusWear UE-50,Streetwear,Performance,M,yellow,45.4409090092,28.0082820588
413,HanoiStreet UR-14,Streetwear,Standard,S,pink,27.3857245427,15.665965957200001
414,VietMode RP-32,Outdoor,Activewear,S,red,2933.6415340909,2571.3368046307
415,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.213956044,6648.3178957582
416,VietMode RP-23,Outdoor,Activewear,XL,black,4093.74,2673.21222
417,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.3583038869,8362.3749233216
418,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.3211565925,11.5394595295
419,UrbanVN UE-25,Streetwear,Performance,M,purple,47.7586807913,26.355105880300002
420,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.191482
421,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.1064870181,4269.4011626672
422,DragonWear MA-36,Casual,All-weather,S,green,5604.9362068966,3526.0653677586
423,HanoiStreet UE-41,Streetwear,Performance,S,orange,29.3824353817,17.7517926912
424,MekongFit RP-22,Outdoor,Activewear,S,green,3114.1088059701,2258.6631169701
425,DragonWear RP-07,Outdoor,Activewear,S,orange,4094.37,3531.803562
426,MekongFit UM-15,Streetwear,Balanced,L,pink,2691.99,1457.981784
427,HanoiStreet RP-76,Outdoor,Activewear,S,pink,3820.7975979557,2436.1405484566
428,MekongFit RP-35,Outdoor,Activewear,M,yellow,4610.97,2548.022022
429,VietMode RP-55,Outdoor,Activewear,XL,blue,3275.37,2244.283524
430,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.6178358377,19.5803762088
431,VietMode RS-28,Outdoor,Premium,L,red,5246.2874311927,4392.7164661376
432,DragonWear UR-36,Streetwear,Standard,M,purple,8309.2846153846,7893.8203846154
433,NamStyle YY-07,GenZ,Trendy,S,green,2204.37,2094.1515
434,SaigonFlex UC-27,Streetwear,Everyday,L,orange,11109.7508379888,10554.2632960894
435,LotusWear UR-33,Streetwear,Standard,M,black,9446.85,5966.63046
436,HanoiStreet MA-06,Casual,All-weather,XL,yellow,2843.9936220472,1924.5304840394
437,VietMode RS-05,Outdoor,Premium,XL,silver,4426.6641176471,3156.6541822941
438,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.332964467,10125.4163162437
439,VietMode RP-19,Outdoor,Activewear,XL,silver,40.1412182405,25.5729804606
440,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.0308695652,5388.9284938696
441,VietMode MP-09,Casual,Activewear,M,black,4786.74,4467.943116
442,NamStyle YY-24,GenZ,Trendy,M,blue,1353.87,1286.1765
443,BambooCraft UC-03,Streetwear,Everyday,S,white,10289.2259850374,8385.7191778055
444,VietMode MA-11,Casual,All-weather,XL,purple,9196.74,8009.440866
445,LotusWear UR-13,Streetwear,Standard,M,black,5036.85,3089.60379
446,HanoiStreet RP-81,Outdoor,Activewear,M,blue,1012.7563640889,643.5053937421
447,VietMode MA-42,Casual,All-weather,L,green,10583.37,8359.803963
448,VietMotion MA-12,Casual,All-weather,L,pink,26.0558664333,14.929893188
449,DragonWear RP-18,Outdoor,Activewear,XL,blue,4800.5336842105,4293.1172737895
450,UrbanVN UR-32,Streetwear,Standard,M,yellow,2519.37,2246.270292
451,VietMode RP-06,Outdoor,Activewear,L,white,4678.3345945946,4444.4178648649
452,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14324
453,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.4868607222,16.3637221039
454,SaigonCore RS-01,Outdoor,Premium,L,green,23.1185223938,14.7233157326
455,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.1775
456,DragonWear UR-22,Streetwear,Standard,XL,black,30.1225047138,16.900153292
457,SaigonFlex UM-01,Streetwear,Balanced,S,green,11338.4339806347,10771.512281603
458,SaigonFlex UE-15,Streetwear,Performance,XL,silver,6485.85,5394.281445
459,LotusWear UR-12,Streetwear,Standard,S,red,5537.754,5115.2233698
460,SaigonCore UE-29,Streetwear,Performance,L,white,38.200363398,24.1996637147
461,HanoiStreet UM-01,Streetwear,Balanced,M,silver,4913.37,3947.892795
462,UrbanVN RP-06,Outdoor,Activewear,XL,black,13.6746790254,8.8408423035
463,VietMode RS-43,Outdoor,Premium,M,purple,5118.7532984293,4862.8156335079
464,MekongFit UE-33,Streetwear,Performance,M,silver,5291.37,3505.003488
465,LotusWear UE-31,Streetwear,Performance,L,red,11336.85,10173.68919
466,VietMode RP-87,Outdoor,Activewear,XL,purple,4629.24,3204.359928
467,VietMode RP-10,Outdoor,Activewear,L,pink,3778.74,2748.277602
468,IndigoViet UM-04,Streetwear,Balanced,L,orange,16231.7150847458,15420.1293305085
469,PhoenixWear UR-14,Streetwear,Standard,L,pink,5385.87,4297.92426
470,SaigonFlex UE-05,Streetwear,Performance,M,silver,8186.85,6897.421125
471,VietMode RS-61,Outdoor,Premium,XL,blue,33.5858692606,21.4775476156
472,HanoiStreet MA-10,Casual,All-weather,XL,blue,22.1755039537,13.9049444485
473,VietMotion UC-12,Streetwear,Everyday,S,white,42.2950693546,25.7282664708
474,HanoiStreet YY-18,GenZ,Trendy,M,silver,3407.9414985309,1959.9071558051
475,LotusWear UE-64,Streetwear,Performance,XL,blue,58.0391466069,36.1733165688
476,VietMode RP-70,Outdoor,Activewear,L,pink,4030.74,3829.203
477,VietMotion YY-07,GenZ,Trendy,L,pink,43.5722545387,28.2638513621
478,VietMotion RS-06,Outdoor,Premium,M,blue,31.6324680138,20.3107264167
479,SaigonFlex UC-17,Streetwear,Everyday,S,orange,11588.85,11009.4075
480,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.7522560336,8623.0418089297
481,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.470116
482,VietMode RP-58,Outdoor,Activewear,L,green,2802.24,1524.138336
483,UrbanVN YY-04,GenZ,Trendy,S,red,4801.8465957447,2893.1125739362
484,PhoenixWear UE-21,Streetwear,Performance,S,pink,5039.37,4227.527493
485,MekongFit RP-05,Outdoor,Activewear,XL,yellow,1979.3606639004,1058.3641469876
486,LotusWear UE-74,Streetwear,Performance,M,blue,20786.85,15267.941325
487,HanoiStreet MA-18,Casual,All-weather,XL,black,2900.2151612903,2181.5418443226
488,MekongFit UE-03,Streetwear,Performance,XL,silver,3123.12,1696.166472
489,IndigoViet UM-03,Streetwear,Balanced,M,black,18386.834516129,15661.9056408387
490,VietMotion RS-01,Outdoor,Premium,S,pink,27.4490000477,16.8158621901
491,UrbanVN UR-36,Streetwear,Standard,M,blue,42.2729797847,26.1252965911
492,SaigonFlex UM-80,Streetwear,Balanced,XL,purple,12606.2285203606,10040.8610164672
493,SaigonCore UE-17,Streetwear,Performance,L,orange,6087.37,3511.803753
494,BambooCraft UM-16,Streetwear,Balanced,L,pink,9708.2846341463,7207.4305123902
495,HanoiStreet UE-36,Streetwear,Performance,XL,silver,5860.3641721568,5567.345963549
496,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.8272727273,11059.7359090909
497,SaigonCore YY-31,GenZ,Trendy,S,green,1705.5766115702,1041.7661943471
498,UrbanVN MA-17,Casual,All-weather,S,white,4242.3858465388,4030.2665542118
499,MekongFit UC-22,Streetwear,Everyday,S,red,7693.690754717,5870.2860458491
500,SaigonFlex UM-97,Streetwear,Balanced,S,orange,11054.6936283186,9357.7981563717
501,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.268348
502,VietMode RP-05,Outdoor,Activewear,M,blue,4678.3345945946,4099.6246052432
503,HanoiStreet UM-30,Streetwear,Balanced,L,green,6985.37,6636.1015
504,BambooCraft UM-02,Streetwear,Balanced,S,white,11978.2850943396,7438.5150435849
505,LotusWear UE-48,Streetwear,Performance,XL,silver,14014.35,13313.6325
506,MekongFit RP-51,Outdoor,Activewear,M,purple,3028.62,2877.189
507,MekongFit RP-55,Outdoor,Activewear,M,yellow,2555.2866666667,2320.7113506667
508,LotusWear RP-09,Outdoor,Activewear,M,black,46.9202748388,27.0718237523
509,VietMotion UR-06,Streetwear,Standard,XL,blue,29.2504014205,17.5720842733
510,VietMode UE-15,Streetwear,Performance,M,purple,8188.74,4606.985124
511,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.5548387097,8272.4461787097
512,MekongFit RP-23,Outdoor,Activewear,M,silver,4317.5993577982,4101.7193899083
513,SaigonFlex UM-78,Streetwear,Balanced,M,blue,18458.3,13679.44613
514,PhoenixWear UE-22,Streetwear,Performance,M,yellow,6603.9625657895,3515.9496700263
515,VietMotion UE-07,Streetwear,Performance,M,blue,999999999.0,18.3863675204
516,VietMode RP-46,Outdoor,Activewear,L,white,32.4040058789,19.3241096054
517,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.8578947368,3744.5446942105
518,SaigonFlex UM-06,Streetwear,Balanced,M,black,13211.5702816901,7279.5752252113
519,DragonWear MA-21,Casual,All-weather,M,black,5165.0715789474,4456.4237583158
520,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.1469896907,5842.0596637113
521,NamStyle YY-30,GenZ,Trendy,XL,yellow,53.0756828693,32.3762756108
522,VietMode RP-72,Outdoor,Activewear,S,red,4469.5675862069,3598.0019068966
523,MekongFit RP-08,Outdoor,Activewear,L,orange,1800.4956652868,1710.4708820225
524,HanoiStreet RS-03,Outdoor,Premium,XL,yellow,37.9664315978,24.1631972156
525,PhoenixWear UR-01,Streetwear,Standard,M,purple,6173.37,4869.554256
526,VietMotion RS-10,Outdoor,Premium,M,silver,3358.7942318567,3190.8545202639
527,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.216895
528,SaigonFlex UM-70,Streetwear,Balanced,M,purple,14179.4441839763,13470.4719747774
529,VietMotion UM-05,Streetwear,Balanced,L,red,9669.87,7081.245801
530,MekongFit UE-20,,Performance,S,white,7559.37,5095.771317
531,MekongFit UC-28,Streetwear,Everyday,L,green,6689.0962773723,5573.3550183066
532,VietMotion UR-19,Streetwear,Standard,S,green,42.5061141026,26.6131966423
533,SaigonCore UE-21,Streetwear,Performance,L,green,7948.0393548387,7430.6219928387
534,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.6515
535,PhoenixWear UM-07,Streetwear,Balanced,S,green,6892.4389655172,6547.8170172414
536,DragonWear MA-41,Casual,All-weather,M,black,10143.0,8305.0884
537,UrbanVN UE-10,Streetwear,Performance,L,red,6047.0435751295,5297.814876171
538,HanoiStreet RP-40,Outdoor,Activewear,S,orange,32.4566306365,18.5348853358
539,DragonWear UR-40,Streetwear,Standard,M,yellow,24.7259511842,15.5435859954
540,MekongFit MA-05,Casual,All-weather,XL,silver,2653.8212195122,1379.9870341463
541,SaigonCore UR-07,Streetwear,Standard,M,black,10076.85,8257.978575
542,BambooCraft UM-19,Streetwear,Balanced,M,black,11652.1516901408,7134.6124798732
543,SaigonCore UR-01,Streetwear,Standard,XL,purple,6236.37,4906.775916
544,UrbanVN UE-23,Streetwear,Performance,XL,blue,27.09359038,15.6392530252
545,MekongFit UC-26,Streetwear,Everyday,S,white,44.4954364398,27.6862482778
546,SaigonFlex UE-19,Streetwear,Performance,XL,black,7557.7838823529,7179.8946882353
547,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.4525688073,7924.2754367064
548,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.428125,10057.10671875
549,VietMode RP-28,Outdoor,Activewear,S,green,4004.8433653846,2924.7371097404
550,HanoiStreet UM-04,Streetwear,Balanced,S,red,12599.37,11653.157313
551,LotusWear UE-49,Streetwear,Performance,S,pink,44.7357613995,26.7343164904
552,NamStyle YY-29,GenZ,Trendy,L,pink,1889.37,1718.382015
553,BambooCraft UC-19,Streetwear,Everyday,S,red,18.3309557878,11.3066895934
554,HanoiStreet UM-23,Streetwear,Balanced,XL,yellow,9597.8685,7830.90090915
555,LotusWear UE-73,Streetwear,Performance,S,orange,12596.85,11250.246735
556,LotusWear UR-09,Streetwear,Standard,M,silver,6401.85,3225.892215
557,HanoiStreet RP-32,Outdoor,Activewear,S,white,3275.37,2282.277816
558,SaigonCore YY-19,GenZ,Trendy,S,white,29.9765179633,18.8248065975
559,UrbanVN MA-09,Casual,All-weather,S,green,3559.9503011292,3381.9527860728
560,VietMode RP-89,Outdoor,Activewear,M,silver,5669.37,5385.9015
561,VietMode RS-57,Outdoor,Premium,XL,yellow,21.8872236375,13.7927331857
562,MekongFit MA-07,Casual,All-weather,M,yellow,3141.3003370787,2842.5626750225
563,VietMode RP-96,Outdoor,Activewear,S,white,4245.6811764706,3142.6532068235
564,NamStyle YY-31,GenZ,Trendy,S,red,3527.37,2218.362993
565,DragonWear UE-07,Streetwear,Performance,XL,yellow,37.8074197317,21.774893916
566,MekongFit RP-20,Outdoor,Activewear,L,white,2834.37,2536.477713
567,VietMotion RP-44,Outdoor,Activewear,XL,silver,1574.37,850.1598
568,DragonWear MA-29,Casual,All-weather,M,yellow,6293.7,5979.015
569,HanoiStreet RP-13,Outdoor,Activewear,M,purple,1341.3127118644,1274.2470762712
570,VietMode RP-26,Outdoor,Activewear,L,white,22.8999303788,14.0098275869
571,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.9389261745,7837.2372630201
572,VietMotion UC-25,Streetwear,Everyday,M,silver,10451.7,9744.11991
573,SaigonCore YY-29,GenZ,Trendy,L,white,3023.37,2052.86823
574,VietMode RP-08,Outdoor,Activewear,S,green,5668.74,4769.677836
575,UrbanVN RP-09,Outdoor,Activewear,L,white,1609.911509434,1337.8364643396
576,VietMotion RS-14,Outdoor,Premium,M,black,33.1849838485,18.6410281523
577,VietMotion RP-34,Outdoor,Activewear,M,silver,2193.0293107221,1336.6513648851
578,LotusWear UE-53,Streetwear,Performance,S,orange,11613.7730769231,9075.0022823077
579,LotusWear UE-58,Streetwear,Performance,M,silver,18896.85,11857.773375
580,BambooCraft UM-11,Streetwear,Balanced,M,blue,9675.5972727273,9191.8174090909
581,UrbanVN UE-09,Streetwear,Performance,M,yellow,5425.3584726225,5021.1692664121
582,DragonWear MA-24,Casual,All-weather,S,white,23.8339692328,13.2692062944
583,VietMotion MA-08,Casual,All-weather,L,white,79.5130511255,51.5560846219
584,MekongFit MA-03,Casual,All-weather,M,purple,2541.87,1871.578881
585,MekongFit UM-04,Streetwear,Balanced,XL,silver,9359.5095348837,8891.5340581395
586,VietMode RS-11,Outdoor,Premium,M,blue,44.1245758313,24.311630157
587,MekongFit UC-24,Streetwear,Everyday,L,orange,35.8285296756,20.5769415277
588,DragonWear UM-22,Streetwear,Balanced,XL,purple,22.4238994969,12.8291825524
589,BambooCraft UC-09,Streetwear,Everyday,L,red,29.3578074189,17.3128378376
590,VietMode RS-59,Outdoor,Premium,M,black,20.5086929574,12.9508809338
591,HanoiStreet UR-22,Streetwear,Standard,S,green,6929.37,6582.9015
592,MekongFit RP-52,Outdoor,Activewear,L,green,3028.62,2278.430826
593,MekongFit MA-02,Casual,All-weather,S,white,3432.87,3261.2265
594,LotusWear UE-67,Streetwear,Performance,L,green,12596.85,11967.0075
595,SaigonFlex UM-69,Streetwear,Balanced,S,white,7809.4602094241,4229.6036494241
596,VietMode RP-09,Outdoor,Activewear,M,silver,3944.0354545455,3586.7058423636
597,UrbanVN UR-12,Streetwear,Standard,M,yellow,31.1646974431,19.7933441875
598,SaigonFlex UM-21,Streetwear,Balanced,S,green,10765.5975,9498.48667425
599,SaigonCore YY-07,GenZ,Trendy,S,orange,1103.37,1048.2015
600,PhoenixWear UR-18,Streetwear,Standard,L,orange,6299.37,5456.514294
601,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.1548332529,17.1601739311
602,VietMode RP-43,Outdoor,Activewear,XL,black,4603.7976923077,4373.6078076923
603,VietMotion UC-27,Streetwear,Everyday,XL,yellow,2324.0054368932,2207.8051650485
604,BambooCraft UC-07,Streetwear,Everyday,S,pink,10940.58,10050.016788
605,VietMotion UC-24,Streetwear,Everyday,S,green,8381.7178364566,7962.6319446337
606,VietMotion RP-36,Outdoor,Activewear,XL,yellow,1546.0695505618,1225.1055118652
607,VietMotion RP-48,Outdoor,Activewear,XL,black,1511.37,1150.605981
608,VietMode RP-14,Outdoor,Activewear,L,orange,27.0042278412,15.3307046403
609,UrbanVN RS-07,Outdoor,Premium,S,pink,68.8949931033,43.7123796743
610,PhoenixWear UE-01,Streetwear,Performance,S,pink,7739.0051351351,4210.0187935135
611,VietMotion RP-22,Outdoor,Activewear,M,purple,768.1824234159,444.8544414001
612,SaigonCore YY-35,GenZ,Trendy,S,red,3968.37,2471.103999
613,DragonWear MA-34,Casual,All-weather,L,white,27.428556474,15.2111698565
614,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76348
615,PhoenixWear UM-11,Streetwear,Balanced,S,red,6667.3672258065,3474.3650613677
616,VietMode RP-92,Outdoor,Activewear,S,red,34.8721484802,19.3478074019
617,DragonWear RP-04,Outdoor,Activewear,M,yellow,786.87,401.854509
618,SaigonFlex UM-73,Streetwear,Balanced,S,pink,17.4093376038,10.0489223392
619,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.7396
620,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.98762
621,VietMode RS-53,Outdoor,Premium,XL,purple,3167.8994117647,3009.5044411765
622,SaigonCore UE-01,Streetwear,Performance,L,green,8892.5028671329,5203.8926778462
623,NamStyle YY-22,GenZ,Trendy,XL,black,1386.882,1076.913873
624,VietMode RS-67,Outdoor,Premium,M,yellow,2770.74,1718.690022
625,UrbanVN UR-21,Streetwear,Standard,L,pink,26.1605904544,16.1620550388
626,SaigonFlex UM-26,Streetwear,Balanced,M,black,21110.5163414634,17857.3857732439
627,PhoenixWear UM-15,Streetwear,Balanced,S,white,10854.3563013699,6990.2054580822
628,SaigonFlex UM-49,Streetwear,Balanced,S,white,13238.5575,12576.629625
629,VietMode RP-07,Outdoor,Activewear,XL,purple,5668.74,3382.537158
630,SaigonCore UE-12,Streetwear,Performance,M,silver,7626.9103448276,6550.7532951724
631,DragonWear MA-27,Casual,All-weather,XL,silver,5077.2825,4735.0736595
632,HanoiStreet UE-25,Streetwear,Performance,S,green,10079.37,9575.4015
633,LotusWear UR-47,Streetwear,Standard,XL,purple,9446.85,7969.36266
634,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,6544.4214705882,4298.3760218824
635,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.8562854145,10116.4134711438
636,HanoiStreet UE-21,Streetwear,Performance,S,orange,25.5836147607,14.4294482696
637,VietMode UE-09,Streetwear,Performance,XL,yellow,10719.6020689655,10183.6219655172
638,HanoiStreet RS-19,Outdoor,Premium,XL,purple,26.2913118773,14.9479924519
639,VietMode RP-38,Outdoor,Activewear,L,green,56.7223332954,33.4896615148
640,VietMotion UE-24,Streetwear,Performance,L,red,4649.8962616822,4417.4014485981
641,VietMode UE-17,Streetwear,Performance,XL,silver,8819.2217647059,8378.2606764706
642,LotusWear UR-44,Streetwear,Standard,S,orange,7556.85,5834.643885
643,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.8507692308,7907.6582307692
644,MekongFit MA-04,Casual,All-weather,L,green,1243.62,1007.580924
645,LotusWear UR-25,Streetwear,Standard,M,blue,8816.85,5025.6045
646,HanoiStreet UE-34,Streetwear,Performance,M,purple,3806.7319302949,3616.3953337802
647,VietMotion RP-40,Outdoor,Activewear,XL,blue,33.7492929857,19.6596046175
648,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.1091304348,14039.3348111739
649,VietMode RP-52,Outdoor,Activewear,S,red,4556.3233333333,3423.1657203333
650,VietMode RP-41,Outdoor,Activewear,M,yellow,1802.115,1575.769356
651,HanoiStreet RP-45,Outdoor,Activewear,M,silver,890.4549377123,566.9526588414
652,DragonWear MA-04,Casual,All-weather,S,white,9610.7565217391,5604.0321278261
653,VietMotion MA-09,Casual,All-weather,XL,purple,23.9670671482,14.162940493
654,VietMode RP-50,Outdoor,Activewear,L,pink,5479.74,5205.753
655,VietMode RS-52,Outdoor,Premium,L,white,26.7864711615,16.6318820544
656,DragonWear UE-04,Streetwear,Performance,S,green,9216.9,7344.94761
657,SaigonCore YY-54,GenZ,Trendy,XL,yellow,1885.7477361319,1552.1589616102
658,SaigonFlex UC-26,Streetwear,Everyday,M,black,8951.67,7753.936554
659,VietMotion MA-13,Casual,All-weather,XL,yellow,2387.2994198736,2267.93444888
660,VietMode RP-73,Outdoor,Activewear,M,black,5051.4376744186,4798.8657906977
661,VietMotion MA-04,Casual,All-weather,L,red,46.9427256157,27.6849155617
662,UrbanVN UE-24,Streetwear,Performance,S,white,6479.7212718601,5307.5396937806
663,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.9570552147,10600.059202454
664,DragonWear RP-12,Outdoor,Activewear,M,silver,3676.2790909091,3492.4651363636
665,UrbanVN UC-14,Streetwear,Everyday,XL,yellow,6564.1872413793,6235.9778793103
666,VietMode MP-05,Casual,Activewear,M,silver,69.3788758059,41.7597127636
667,UrbanVN RP-32,Outdoor,Activewear,M,silver,82.1278470206,50.6471284341
668,PhoenixWear UC-09,Streetwear,Everyday,XL,yellow,9154.6925806452,7143.4066206774
669,SaigonFlex UM-33,Streetwear,Balanced,S,pink,14291.702003988,13021.1696958335
670,MekongFit MA-11,Casual,All-weather,M,blue,3460.8919000382,3287.8473050362
671,VietMode RP-62,Outdoor,Activewear,L,red,5983.8530769231,3805.7305569231
672,VietMode RP-01,Outdoor,Activewear,M,yellow,3195.99,3036.1905
673,UrbanVN UR-07,Streetwear,Standard,S,white,5358.4035365854,3888.5934465
674,DragonWear UR-32,Streetwear,Standard,M,black,51.1918448347,30.3453642478
